cabin,passenger_adults,passenger_children,passenger_infant,passenger_youngsters,time_to_flight,connections_flag,travel_duration,destination_cont,a_purchase
First,1,0,0,0,21,1,8,USA,1
Economy,1,0,0,1,22,0,10,USA,0
Economy,3,0,0,0,250,0,3,EU,0
Economy,2,0,0,0,10,0,5,EU,0
Economy,1,0,0,0,58,0,18,USA,0
Economy,1,0,0,0,6,1,23,EU,0
Economy,2,0,0,0,112,0,13,EU,0
Economy,1,0,0,0,40,1,6,EU,0
Economy,1,0,0,0,43,1,15,USA,0
Economy,1,0,0,0,128,1,10,EU,0
Economy,1,0,0,0,34,0,56,EU,0
Economy,2,0,0,0,237,1,16,AF,0
Economy,1,0,0,0,79,0,3,EU,0
Business,3,0,0,0,13,1,15,EU,0
Economy,1,0,0,0,45,0,9,EU,0
Economy,2,0,0,0,152,0,7,EU,0
Economy,1,0,0,0,27,0,3,EU,0
Economy,1,0,0,0,47,0,4,USA,0
Economy,2,0,0,0,37,0,10,EU,0
Premium Economy,2,0,0,0,330,1,16,AS,0
Premium Economy,2,0,0,0,184,1,23,EU,0
Economy,2,0,0,0,234,0,6,USA,1
Economy,2,0,1,0,12,0,8,EU,0
Economy,1,0,0,0,50,0,7,EU,0
Business,2,0,0,0,184,0,9,AS,0
Economy,1,0,0,0,37,0,11,USA,0
Economy,1,0,0,0,57,0,6,EU,0
Business,1,0,0,0,35,0,5,EU,0
Economy,1,0,0,0,67,0,8,USA,0
Economy,2,0,0,0,52,1,17,USA,0
Economy,1,0,0,0,11,0,5,EU,0
Economy,1,0,0,0,211,0,10,EU,0
Economy,3,0,0,0,128,0,8,AS,0
Economy,2,0,0,0,78,1,11,EU,0
Economy,1,0,0,0,39,0,3,EU,0
Economy,2,0,0,0,53,0,7,EU,0
Economy,3,1,0,0,234,0,8,AF,0
Business,1,0,0,0,48,0,2,EU,0
Business,1,0,0,0,32,1,49,EU,0
Business,1,0,0,0,214,0,6,USA,0
Economy,2,0,0,0,130,0,8,EU,0
Economy,2,0,0,0,177,0,6,EU,0
Economy,1,0,0,0,67,0,3,EU,0
Economy,1,1,0,0,43,0,7,EU,0
Economy,3,0,0,0,91,0,8,EU,0
Economy,1,0,0,0,87,1,21,EU,0
Economy,3,0,0,0,111,0,7,EU,0
Economy,1,0,0,0,100,0,8,EU,0
Economy,4,1,0,0,255,1,7,USA,1
Economy,1,0,0,0,178,0,7,EU,0
Economy,1,0,0,0,6,0,5,USA,0
Business,2,0,0,0,151,0,7,AS,0
Economy,2,0,0,0,12,0,6,EU,0
Economy,2,0,0,0,146,0,13,AS,1
Economy,1,0,0,0,175,1,107,EU,0
Economy,1,0,0,0,29,0,6,EU,0
Premium Economy,1,0,0,0,196,1,92,OC,0
Economy,1,0,0,0,56,0,5,EU,0
Business,2,0,0,0,14,0,5,EU,0
Economy,2,0,0,0,23,0,9,USA,0
Economy,1,0,0,0,45,1,42,EU,0
Business,3,0,0,0,29,1,7,EU,0
Economy,2,0,0,0,148,0,11,EU,0
Business,2,0,0,0,63,0,17,EU,0
Economy,1,0,0,0,41,1,89,EU,0
Economy,4,0,0,0,70,0,9,USA,1
Business,2,0,0,0,84,0,4,EU,1
Business,2,0,0,0,181,1,9,EU,0
Economy,5,0,0,0,73,0,8,EU,0
Economy,2,0,0,0,113,0,9,USA,1
Economy,2,1,0,0,66,0,11,EU,0
Economy,2,0,0,2,113,0,18,AS,0
Premium Economy,1,1,0,0,167,1,10,EU,0
Business,1,0,0,0,7,0,7,EU,0
Premium Economy,1,0,0,0,12,1,10,EU,0
Economy,2,1,1,0,11,0,3,EU,0
Economy,1,1,0,0,15,0,9,USA,1
Economy,1,0,0,0,47,0,7,USA,0
Economy,1,0,0,0,98,0,3,EU,0
Economy,1,0,0,2,78,0,36,EU,0
Economy,1,0,0,0,14,0,4,EU,0
Economy,2,0,0,0,19,0,4,EU,0
Economy,1,0,0,0,141,0,10,EU,0
Economy,2,2,0,0,236,1,42,EU,0
Economy,3,3,0,0,221,0,16,USA,1
Economy,2,0,0,0,87,1,14,EU,0
Economy,1,0,0,0,17,0,10,EU,0
Business,2,0,0,0,338,1,13,EU,0
Economy,2,0,0,0,67,0,8,EU,1
Economy,1,0,0,0,27,0,180,EU,0
Economy,1,0,0,0,36,0,4,EU,0
Economy,2,0,0,0,93,0,4,EU,0
Economy,1,0,0,0,77,0,3,EU,0
Economy,1,0,0,0,174,1,17,EU,0
Business,2,0,0,0,122,0,60,AS,0
Business,1,0,0,0,5,0,6,EU,0
Economy,1,0,0,0,187,0,30,AF,0
Economy,2,0,0,0,51,0,6,EU,0
Economy,1,0,0,0,31,1,32,EU,0
Economy,1,0,0,0,17,0,5,AF,0
Economy,1,0,0,0,101,0,21,EU,0
Economy,2,0,0,0,63,0,5,EU,0
Economy,1,0,0,0,70,1,58,EU,0
Economy,1,0,0,0,154,0,9,EU,0
Economy,5,0,0,0,79,0,9,EU,0
Business,2,0,0,0,298,1,15,EU,0
Economy,1,0,0,0,17,0,4,EU,0
Economy,1,0,0,0,17,0,7,EU,0
Economy,1,0,0,0,7,1,18,EU,0
Premium Economy,2,0,0,0,39,1,11,AS,1
Business,6,0,0,0,235,0,9,AF,0
Economy,1,0,0,0,12,0,11,EU,0
Economy,1,0,0,0,3,0,4,EU,0
Economy,2,0,1,0,153,0,32,EU,0
Economy,2,0,0,0,44,0,7,USA,1
Economy,2,0,0,0,35,0,9,USA,1
Economy,1,1,0,2,5,0,9,USA,0
Economy,4,0,0,0,172,1,13,EU,0
Economy,2,0,0,0,260,0,5,EU,0
Business,1,0,0,0,269,0,7,USA,0
Economy,2,1,0,2,67,1,44,EU,0
Business,2,0,0,0,21,0,10,EU,0
Economy,3,0,0,0,25,0,12,EU,1
Premium Economy,1,0,0,0,134,0,8,USA,0
Economy,2,0,0,0,70,0,7,EU,0
Economy,1,0,0,0,100,1,12,EU,0
Economy,2,0,0,0,204,0,6,EU,0
Economy,1,0,0,0,150,0,12,EU,0
Economy,1,0,0,0,13,0,2,EU,0
Economy,2,1,0,0,63,0,8,USA,0
Economy,1,0,0,0,164,1,18,EU,0
Economy,1,0,0,0,40,0,18,USA,0
Economy,1,0,0,0,41,1,21,EU,0
Economy,1,0,0,0,51,0,8,USA,0
Business,2,0,0,0,45,0,10,AS,0
Economy,1,0,0,0,45,0,8,EU,0
Economy,1,0,0,0,81,0,9,USA,0
Business,2,0,0,0,167,0,16,USA,1
Business,2,1,0,0,203,0,5,EU,0
Business,2,0,0,0,24,0,4,EU,0
Economy,2,0,0,0,107,0,8,EU,0
Economy,1,0,0,0,3,0,3,EU,0
Economy,1,0,0,0,23,1,45,EU,0
Economy,2,2,0,0,74,0,4,EU,0
Business,1,0,0,0,328,1,4,EU,0
Economy,1,0,0,0,24,1,8,USA,0
Economy,1,0,0,0,18,1,13,EU,0
Economy,4,0,0,0,243,0,9,USA,0
Economy,1,0,0,0,3,1,37,USA,0
Economy,1,0,0,0,18,0,4,EU,0
Economy,2,1,0,0,102,0,6,EU,1
Economy,4,1,0,0,120,1,13,EU,0
Economy,1,0,0,0,77,0,57,USA,0
Economy,1,0,0,0,77,0,6,USA,0
Economy,1,0,0,0,13,0,81,EU,0
Economy,1,0,0,0,67,1,13,USA,0
Economy,2,0,0,0,93,0,7,EU,0
Economy,1,0,0,0,42,0,3,EU,0
Economy,6,1,0,2,305,0,8,EU,0
Economy,2,0,0,0,154,1,2,EU,0
Economy,2,0,0,0,32,1,14,USA,1
Economy,2,0,0,0,268,1,34,SA,0
Business,2,1,0,0,137,0,6,AS,0
Economy,2,0,0,0,251,0,23,EU,0
Economy,2,0,0,0,23,0,6,EU,0
Economy,2,0,0,0,59,0,4,EU,0
Business,1,0,0,0,124,1,7,SA,1
Premium Economy,1,0,0,0,3,0,10,EU,0
Economy,1,0,0,0,20,0,6,EU,0
Business,1,0,0,0,15,1,6,EU,0
Business,1,0,0,0,6,1,4,USA,0
Economy,3,0,0,0,12,0,7,AF,1
Economy,1,0,0,0,74,1,4,EU,0
Economy,2,0,0,0,147,0,8,EU,0
Premium Economy,1,0,0,0,318,0,12,USA,0
Economy,1,0,0,0,103,0,11,EU,0
Economy,2,0,0,0,138,1,23,EU,0
Business,1,0,0,0,149,1,8,AS,0
Business,2,2,0,0,187,0,4,EU,0
Economy,1,0,0,0,19,1,31,AS,0
Economy,1,2,0,0,3,1,8,USA,0
Business,2,1,1,0,124,0,8,EU,1
Economy,1,0,0,0,23,1,9,EU,0
Economy,1,0,0,0,113,1,36,EU,0
Economy,1,0,0,0,13,0,5,EU,0
Economy,2,0,0,0,147,0,4,EU,0
Economy,1,0,0,0,3,1,28,AS,0
Economy,1,0,0,0,63,1,10,EU,0
Economy,2,0,0,0,27,0,9,EU,0
Business,2,0,0,0,210,0,9,AS,0
Premium Economy,2,0,0,0,172,1,16,EU,0
Economy,2,0,0,0,86,0,9,AS,0
Premium Economy,1,0,0,0,84,0,18,AS,0
Economy,1,2,0,0,109,0,29,AS,0
Business,2,0,0,0,14,0,5,AF,0
Economy,1,0,0,0,66,0,4,EU,0
Economy,2,0,0,0,120,1,7,EU,0
Economy,1,0,0,0,244,1,14,EU,0
Economy,2,0,0,0,27,0,3,EU,0
Economy,2,0,0,0,48,1,92,USA,0
Premium Economy,2,0,0,0,85,0,18,USA,0
Economy,1,0,0,0,17,0,2,EU,0
Business,1,0,0,0,8,1,16,EU,0
Business,2,0,0,1,243,1,19,USA,0
First,1,0,0,0,235,0,20,EU,0
Economy,1,0,0,0,17,0,9,USA,0
Economy,5,0,0,0,17,0,4,AF,0
Business,1,0,0,0,55,0,7,EU,0
Business,1,0,0,0,86,1,8,OC,0
Economy,1,0,0,0,23,0,8,AF,0
Economy,2,0,0,0,12,0,4,EU,0
Economy,2,0,0,0,148,0,4,EU,1
Economy,1,0,0,0,221,0,4,EU,0
Premium Economy,1,0,0,0,54,1,124,EU,0
Economy,1,0,0,0,113,1,5,EU,0
Economy,1,0,0,0,279,0,11,AS,0
Business,1,1,0,0,10,0,5,EU,0
Premium Economy,1,0,0,0,5,0,2,EU,1
Business,1,0,0,0,12,0,5,USA,0
Economy,1,0,0,0,48,0,9,EU,0
Economy,2,0,0,0,259,0,10,EU,0
Economy,2,0,0,0,16,0,4,EU,1
Economy,2,2,0,0,133,0,11,EU,0
Economy,2,0,0,0,98,0,34,USA,0
Economy,1,0,0,0,40,0,106,EU,0
Economy,1,0,0,0,49,1,4,EU,0
Economy,1,0,0,0,4,0,3,SA,0
Economy,2,0,0,0,89,0,4,EU,0
Economy,2,0,0,1,20,0,2,EU,0
Economy,1,0,0,0,195,0,14,AF,0
Economy,2,0,0,0,111,1,111,USA,0
Economy,1,0,0,0,13,1,17,EU,0
Economy,1,1,0,0,102,1,23,AF,0
Economy,1,0,0,0,44,1,22,USA,0
Economy,1,0,0,0,6,0,7,EU,0
Economy,1,0,0,0,37,0,3,EU,0
Economy,2,0,0,0,57,0,13,USA,0
Economy,1,0,0,0,20,0,5,EU,0
Economy,1,0,0,0,9,0,6,EU,0
Economy,1,0,0,0,26,0,4,EU,0
Economy,2,0,0,0,8,0,3,EU,0
Economy,1,0,0,0,211,0,7,EU,0
Premium Economy,2,0,0,0,86,1,17,AS,0
Economy,2,0,0,0,17,0,4,AS,0
Economy,1,0,0,0,77,0,42,USA,0
Economy,1,0,0,0,43,1,7,USA,0
Economy,1,0,0,0,5,0,2,EU,0
Premium Economy,2,0,0,0,147,1,15,EU,0
Economy,1,0,0,0,9,0,14,AS,0
Economy,1,0,0,0,50,1,107,USA,0
Economy,2,0,0,0,255,1,54,EU,0
Economy,4,0,0,0,98,1,15,EU,0
Economy,1,0,0,0,15,0,95,USA,0
Economy,1,0,0,0,52,0,6,EU,0
Economy,2,0,0,0,69,0,22,AF,0
Economy,2,0,0,0,9,0,3,EU,1
Economy,1,0,0,0,11,1,6,AS,0
Economy,2,1,0,0,37,0,22,EU,0
Premium Economy,1,0,0,0,30,0,210,EU,0
Economy,1,0,0,0,14,0,32,EU,0
Economy,4,0,0,0,243,0,6,EU,0
Economy,3,0,0,0,93,1,23,USA,0
Economy,1,0,0,0,26,0,5,EU,0
Economy,1,1,0,0,95,1,23,EU,0
Business,1,0,0,0,34,0,3,EU,0
Economy,1,0,0,0,79,1,14,EU,0
Business,2,0,0,0,147,1,5,USA,0
Economy,1,0,0,0,8,1,8,EU,0
Economy,3,0,0,1,205,1,11,EU,0
Economy,1,0,0,1,94,0,12,AF,0
Premium Economy,2,0,0,0,221,0,16,AF,0
Business,6,1,0,0,136,0,8,EU,1
Business,1,0,0,0,28,0,3,EU,0
Business,1,0,0,0,341,0,11,AF,0
Economy,1,0,0,0,34,0,5,EU,0
Economy,1,0,0,0,32,1,16,AF,0
Economy,1,0,0,0,351,1,2,EU,0
Economy,1,0,0,0,18,0,3,EU,0
Economy,2,0,0,0,171,0,7,EU,0
Premium Economy,1,0,0,0,15,1,2,EU,1
Economy,1,3,0,0,164,0,15,AS,0
Economy,1,0,0,0,125,0,7,EU,0
Economy,1,0,0,0,7,0,3,EU,0
Economy,2,0,0,0,118,0,7,EU,1
Economy,1,0,0,0,15,1,12,EU,0
Economy,1,0,0,0,48,0,29,EU,0
Economy,2,0,0,0,40,0,5,EU,1
Premium Economy,1,0,0,0,40,1,5,AS,0
Economy,2,0,0,0,107,0,18,EU,0
Economy,1,0,0,0,62,0,5,EU,0
Economy,2,0,0,0,23,0,7,EU,0
Business,3,0,0,0,6,0,20,EU,0
Business,1,0,0,0,73,0,13,AS,0
Economy,1,0,0,0,3,0,11,EU,0
Economy,2,0,0,0,154,1,11,EU,0
Economy,2,1,0,0,104,1,10,EU,0
Economy,1,0,0,0,39,1,7,EU,0
Economy,2,1,0,0,91,1,17,USA,0
Business,4,0,0,0,93,0,5,EU,0
Economy,1,0,0,0,83,0,4,EU,0
Economy,4,0,0,0,18,0,93,EU,0
Economy,2,0,0,0,18,0,4,EU,1
Economy,4,0,0,0,115,0,5,AF,0
Economy,1,2,0,0,52,0,9,AS,0
Economy,3,0,0,0,246,1,6,USA,1
Premium Economy,2,0,0,0,191,0,16,EU,0
Economy,2,1,1,0,55,0,19,EU,0
Economy,1,0,0,0,2,0,4,EU,0
Economy,2,0,0,0,182,1,6,EU,1
Business,2,0,0,0,95,0,8,USA,0
Economy,1,0,0,0,73,0,9,EU,0
Economy,1,0,0,0,16,0,2,EU,0
Business,1,0,0,0,27,0,6,EU,0
Economy,1,0,0,0,4,0,4,EU,0
Economy,1,0,0,0,19,0,4,EU,0
Premium Economy,2,0,0,0,102,0,6,USA,0
Business,1,1,1,0,88,0,47,AS,0
Economy,1,0,0,0,21,0,6,EU,0
Economy,2,0,0,0,16,0,4,EU,0
Economy,2,0,0,0,7,0,3,EU,0
Economy,2,0,0,0,196,1,9,AS,1
Business,2,0,0,0,125,0,8,AS,0
Premium Economy,1,0,0,0,21,0,5,AS,0
Economy,1,0,0,0,17,0,6,SA,0
Business,1,0,0,0,212,0,6,EU,0
Economy,1,0,0,0,30,0,4,EU,0
Economy,1,0,0,0,5,0,4,EU,0
Business,3,0,0,0,83,0,18,EU,0
Business,2,0,0,0,71,0,12,EU,0
Economy,3,0,0,0,262,0,5,EU,0
Economy,1,0,0,0,77,0,8,USA,0
Premium Economy,1,0,0,0,13,0,11,AS,0
Economy,1,0,0,0,16,0,4,EU,0
Economy,2,2,0,0,80,0,13,EU,0
Economy,1,0,0,0,166,0,4,EU,0
Economy,1,0,0,0,48,0,10,AF,0
Economy,1,0,0,0,104,0,14,EU,0
Economy,1,0,0,0,48,1,25,USA,0
Economy,1,1,0,0,155,0,31,EU,0
Business,1,0,0,0,4,0,2,EU,0
Business,2,0,0,0,88,0,26,EU,0
Economy,1,0,0,0,27,0,3,EU,0
Economy,1,0,0,0,4,1,8,AS,0
First,2,0,0,0,324,0,16,USA,0
Premium Economy,1,0,0,0,21,0,142,EU,0
Economy,1,0,0,0,111,0,4,EU,0
Premium Economy,1,0,0,0,119,0,8,USA,0
Economy,1,0,0,0,135,0,5,EU,0
Economy,2,0,0,0,111,1,8,USA,0
Economy,2,0,1,0,238,0,15,USA,0
Economy,2,0,0,0,12,1,5,USA,0
Economy,1,0,0,0,2,0,10,EU,0
Economy,1,0,0,0,17,0,9,EU,0
Economy,2,0,0,0,151,0,3,EU,0
Economy,2,0,0,0,42,0,5,EU,0
Economy,1,0,0,0,46,1,14,AF,0
Business,3,0,0,0,55,0,8,EU,0
Economy,2,0,0,0,331,0,7,USA,1
Business,1,0,0,0,130,1,113,EU,0
Business,2,0,0,0,349,0,7,AF,0
Business,2,1,1,0,228,0,7,EU,1
Economy,1,0,0,0,35,0,5,EU,0
Economy,1,0,0,0,102,1,38,AF,0
Economy,2,0,0,1,135,0,14,EU,0
Economy,1,0,0,0,4,0,4,EU,0
Business,2,0,0,0,333,0,10,USA,1
Economy,2,0,0,0,32,0,5,EU,0
Economy,2,0,0,0,46,0,7,EU,0
Economy,1,0,0,0,122,0,8,EU,0
Economy,1,0,0,0,81,1,6,EU,0
Economy,1,0,0,0,18,1,17,EU,0
Economy,1,0,0,0,4,0,12,EU,0
Premium Economy,2,0,0,0,25,0,8,USA,0
Business,1,0,0,0,240,1,10,EU,0
Economy,1,0,0,0,39,1,10,EU,1
Economy,1,0,0,0,100,0,3,EU,0
Economy,1,0,0,0,28,0,9,EU,0
Economy,2,0,0,0,54,0,7,EU,0
Economy,1,0,0,0,42,0,6,EU,0
Business,1,0,0,0,109,0,22,EU,0
Economy,4,0,0,0,131,1,17,EU,0
Economy,1,0,0,0,4,0,3,EU,0
Economy,1,0,0,0,24,0,123,EU,0
Economy,1,0,0,0,39,1,42,EU,0
Economy,1,0,0,0,168,1,9,AS,0
Business,1,0,0,0,8,0,15,EU,0
Economy,1,0,0,0,94,0,10,USA,0
Economy,1,0,0,0,9,0,6,EU,0
Economy,1,0,0,0,66,0,8,USA,0
Economy,1,0,0,0,2,0,36,USA,0
Economy,1,2,0,0,86,0,37,EU,0
Economy,1,0,0,1,39,0,4,EU,0
Economy,1,0,0,0,49,0,5,EU,0
Economy,2,1,0,1,274,0,7,USA,0
Business,1,0,0,0,10,1,20,AF,0
Premium Economy,1,0,0,0,351,1,4,USA,1
Economy,1,0,0,0,22,1,65,EU,0
Business,2,0,0,0,197,0,23,AS,0
Economy,2,0,0,0,49,0,5,USA,1
Business,1,0,0,0,18,0,2,AS,0
Economy,1,0,0,0,2,0,3,EU,0
Business,1,0,0,0,25,0,7,EU,0
Business,2,0,0,0,10,0,2,EU,0
Economy,4,0,0,0,151,0,8,AS,1
Economy,1,0,0,0,6,0,4,EU,0
Economy,3,0,0,0,58,0,4,EU,0
Economy,2,0,0,0,17,0,15,EU,0
Economy,2,0,0,0,201,0,5,EU,1
Economy,2,1,0,1,50,1,12,EU,0
Premium Economy,1,0,0,0,93,0,6,EU,0
Economy,1,0,0,0,6,0,8,EU,0
Business,1,0,0,0,99,0,35,EU,0
Economy,1,0,0,0,63,0,3,EU,0
Economy,1,0,0,0,57,0,4,EU,0
Economy,2,0,0,0,90,1,30,USA,0
Economy,1,0,0,0,21,0,62,EU,0
Business,1,0,0,0,32,0,6,AS,0
Economy,1,0,0,0,40,0,4,USA,0
Economy,1,0,0,0,24,0,5,USA,0
Business,4,0,0,0,88,0,3,EU,0
Business,1,0,0,0,37,0,6,EU,0
Economy,1,0,0,0,14,0,6,EU,0
Economy,2,0,0,0,97,1,88,EU,0
Economy,2,0,1,0,241,0,21,AF,0
Economy,2,0,0,0,59,0,4,USA,0
Business,2,0,0,0,60,0,6,EU,0
Premium Economy,2,0,0,0,238,1,10,EU,1
Economy,1,0,0,1,67,1,13,EU,0
Economy,1,0,0,0,7,0,4,EU,0
Economy,1,0,0,0,7,0,10,EU,0
Premium Economy,3,0,0,0,59,0,6,EU,0
Economy,1,0,0,0,123,1,11,EU,0
Economy,1,0,0,0,14,0,3,EU,0
Economy,2,1,0,1,77,1,15,EU,0
Business,1,0,0,0,62,0,5,EU,0
Economy,2,0,0,0,2,0,7,EU,0
Economy,2,0,0,0,160,0,11,AF,0
Economy,2,0,0,0,59,1,160,EU,0
Economy,1,0,0,0,33,1,10,EU,0
Business,2,0,0,0,154,0,18,USA,0
Economy,1,0,0,0,150,0,15,AS,0
Economy,1,0,0,0,111,1,21,EU,0
Economy,2,0,0,0,45,0,5,EU,0
Economy,1,0,0,0,64,0,18,EU,0
Economy,1,0,0,0,6,0,3,EU,0
Economy,1,0,0,0,16,0,2,EU,0
Premium Economy,1,0,0,0,55,1,7,EU,0
Economy,2,0,0,0,67,0,5,EU,0
Economy,2,3,0,0,331,0,5,USA,1
Economy,1,0,0,0,10,0,4,EU,0
Economy,2,2,0,0,147,1,15,USA,1
Economy,1,0,0,0,33,0,3,EU,0
Premium Economy,1,0,0,0,237,0,5,USA,1
Economy,1,0,0,0,4,0,11,AF,0
Economy,2,0,0,0,19,0,4,EU,0
Economy,2,0,0,0,74,0,9,USA,0
Economy,1,0,0,0,95,0,5,AS,0
Business,1,0,0,0,191,0,36,EU,0
Business,2,0,0,0,24,0,13,EU,0
Economy,1,0,0,0,11,0,4,EU,0
Economy,1,0,0,0,243,0,39,EU,0
Economy,1,0,0,0,2,0,3,EU,0
Economy,1,0,0,0,26,1,2,EU,0
Economy,1,0,0,0,13,0,3,EU,0
Business,2,0,0,0,145,0,8,EU,0
Premium Economy,2,0,0,0,28,0,4,EU,1
Economy,1,0,0,0,129,0,5,EU,0
Economy,2,0,0,0,23,0,4,USA,0
Premium Economy,2,0,0,0,15,1,12,AS,0
Economy,1,0,0,0,73,0,7,EU,0
Economy,1,0,0,0,61,1,4,EU,0
Economy,2,0,0,0,114,1,17,AS,0
Economy,1,0,0,0,183,0,5,EU,0
Economy,1,0,0,0,62,0,5,EU,0
Economy,1,0,0,0,17,0,4,AS,0
Economy,2,0,0,0,24,0,7,EU,0
Economy,2,2,0,0,86,0,14,USA,1
Economy,1,0,0,0,89,0,12,EU,0
Economy,2,0,0,0,90,1,18,USA,0
Economy,1,0,0,0,9,0,6,EU,0
Economy,1,0,0,0,8,0,8,USA,0
Premium Economy,1,0,0,0,63,1,12,USA,0
Business,2,0,0,0,36,0,5,EU,0
Business,2,2,0,0,74,0,9,EU,0
Economy,4,0,0,0,286,0,5,EU,0
Business,2,0,0,0,29,0,7,EU,0
Premium Economy,1,0,0,0,137,1,8,USA,0
Economy,2,0,0,0,331,0,18,AF,0
Economy,2,2,0,0,37,0,8,EU,0
Economy,2,0,0,0,158,0,7,EU,1
Economy,1,2,0,0,110,1,30,AS,0
Economy,1,0,0,0,198,1,17,EU,0
Economy,1,1,0,0,82,1,12,EU,0
Economy,1,0,0,0,36,1,15,EU,0
Business,4,0,0,1,236,1,10,EU,0
Economy,1,0,0,0,108,1,17,EU,0
Economy,1,0,0,0,159,0,6,EU,0
Business,2,1,1,0,20,0,13,AF,0
Economy,2,0,0,0,336,0,19,AS,0
Economy,1,0,0,0,49,1,51,EU,0
Economy,1,0,0,0,150,0,13,USA,0
Economy,1,0,0,0,95,0,19,EU,0
Economy,1,0,0,0,5,1,66,EU,0
Economy,3,0,0,0,109,0,3,EU,1
Economy,1,0,0,0,83,0,7,EU,0
Economy,2,0,0,0,79,0,8,AF,1
Economy,1,0,0,0,4,1,8,USA,0
Economy,1,0,0,0,85,1,18,EU,0
Economy,2,0,0,0,29,1,10,USA,0
Economy,1,0,0,0,83,0,11,USA,0
Economy,2,0,0,0,152,0,4,EU,1
Economy,2,0,0,0,311,0,9,AF,0
Economy,2,0,0,0,154,0,21,EU,0
Economy,1,0,0,0,221,1,14,EU,0
Economy,3,0,0,0,18,0,4,EU,0
Economy,1,0,0,0,26,1,16,EU,0
Economy,1,0,0,0,219,1,20,EU,0
Economy,2,0,0,0,28,0,9,EU,1
Business,1,0,0,0,93,0,39,EU,0
Business,1,0,0,0,2,0,38,EU,0
Economy,1,0,0,0,159,0,15,EU,0
Economy,2,0,0,0,327,0,4,EU,0
Economy,1,0,0,0,23,1,37,EU,0
Economy,2,0,0,0,162,1,9,EU,0
Economy,1,0,0,0,5,0,26,AS,0
Economy,1,0,0,0,15,1,9,EU,0
Economy,1,0,0,0,6,0,3,EU,0
Business,1,0,0,0,154,1,23,EU,0
Economy,1,1,0,0,45,1,8,EU,0
Economy,1,0,0,0,9,0,4,EU,0
Economy,2,0,0,0,87,0,6,EU,0
Economy,1,0,0,0,141,0,27,AS,0
Economy,2,0,0,0,22,0,4,EU,1
Economy,1,0,0,0,21,0,3,EU,0
Economy,2,0,0,0,214,0,11,AF,0
Economy,1,0,0,0,2,1,9,AF,0
Economy,1,0,0,0,24,1,4,USA,0
Economy,1,0,0,0,14,0,3,EU,0
Economy,1,0,0,0,47,0,4,EU,0
Economy,2,2,0,0,15,0,6,USA,1
Economy,2,0,0,0,86,1,5,AS,1
Economy,1,0,0,1,113,0,2,EU,0
Economy,1,0,0,0,302,0,29,AF,0
Premium Economy,1,0,0,0,146,0,15,USA,0
Economy,2,0,0,0,162,0,5,EU,0
Economy,2,0,0,0,172,1,8,AS,1
Economy,1,1,0,1,70,1,18,EU,0
Premium Economy,2,0,0,0,190,0,5,EU,1
Economy,2,0,1,0,215,1,8,EU,0
Economy,1,0,0,0,36,1,5,USA,0
Economy,2,0,0,0,137,0,7,EU,0
Economy,1,0,0,0,38,0,8,USA,0
Business,2,0,0,0,49,0,8,AF,1
Economy,2,0,0,0,53,0,6,EU,0
Economy,4,0,0,0,75,1,14,EU,0
Premium Economy,2,0,0,0,320,0,15,AF,0
Economy,4,0,0,0,243,1,11,USA,0
Business,1,0,0,0,4,0,12,EU,0
Economy,2,0,0,0,57,0,8,EU,0
Economy,1,2,0,0,85,1,33,EU,0
Economy,1,0,0,0,76,0,6,EU,0
Economy,1,0,0,0,23,0,6,USA,0
Economy,1,0,0,0,57,1,27,EU,0
Premium Economy,2,0,0,0,168,0,16,AS,0
Economy,3,0,0,0,46,0,4,EU,1
Economy,1,0,0,0,140,0,13,AF,0
Economy,2,2,0,0,35,0,8,EU,1
Economy,2,0,0,0,20,0,9,EU,0
Economy,1,0,0,0,20,0,8,USA,0
Economy,2,0,0,0,109,0,4,EU,0
Premium Economy,1,0,0,0,90,0,142,SA,0
Business,1,0,0,0,280,1,25,EU,0
Economy,2,0,0,0,29,1,7,EU,0
Economy,2,0,0,0,222,1,15,EU,0
Economy,1,0,0,0,17,0,3,EU,0
Economy,1,0,0,0,45,0,11,EU,0
Economy,1,0,0,0,41,0,4,EU,0
Economy,1,0,0,0,20,0,6,EU,0
Economy,2,0,0,0,134,0,8,AS,0
Economy,3,0,0,1,262,1,16,EU,0
Economy,2,0,0,0,42,1,92,USA,0
Economy,1,0,0,0,19,1,116,EU,0
Economy,1,0,0,0,52,0,9,EU,0
Economy,2,3,0,0,205,0,15,USA,1
Economy,2,0,0,0,25,0,14,AS,0
Business,1,0,0,0,20,0,11,AS,0
Economy,1,0,0,0,54,0,2,AS,0
Business,1,0,0,0,6,0,83,EU,0
Economy,3,0,0,0,63,1,22,EU,0
Economy,1,0,0,0,5,0,3,EU,0
Economy,1,0,0,0,16,1,10,EU,0
Premium Economy,1,0,0,0,219,1,12,SA,0
Business,2,0,0,0,160,0,16,EU,0
Economy,1,0,0,0,11,0,7,EU,0
Economy,1,0,0,0,3,1,29,USA,0
Economy,1,0,0,1,121,0,139,USA,0
Economy,1,0,0,0,21,0,3,EU,0
Premium Economy,1,0,0,0,35,0,164,AF,0
Economy,2,0,0,0,168,1,5,EU,0
Business,1,0,0,0,34,1,17,EU,0
Economy,1,0,0,0,8,0,4,EU,0
Premium Economy,1,0,0,0,126,0,16,EU,0
Economy,2,2,0,0,98,1,21,EU,0
Business,2,0,0,0,10,0,3,EU,0
